name,firstName,lastName,slug,shortName,position,jerseyNumber,height,preferredFoot,userCount,id,shirtNumber,dateOfBirthTimestamp,contractUntilTimestamp,proposedMarketValue,team.name,team.slug,team.shortName,team.gender,team.sport.name,team.sport.slug,team.sport.id,team.primaryUniqueTournament.name,team.primaryUniqueTournament.slug,team.primaryUniqueTournament.primaryColorHex,team.primaryUniqueTournament.secondaryColorHex,team.primaryUniqueTournament.category.name,team.primaryUniqueTournament.category.slug,team.primaryUniqueTournament.category.sport.name,team.primaryUniqueTournament.category.sport.slug,team.primaryUniqueTournament.category.sport.id,team.primaryUniqueTournament.category.id,team.primaryUniqueTournament.category.flag,team.primaryUniqueTournament.category.alpha2,team.primaryUniqueTournament.userCount,team.primaryUniqueTournament.id,team.primaryUniqueTournament.displayInverseHomeAwayTeams,team.userCount,team.nameCode,team.disabled,team.national,team.type,team.id,team.country.alpha2,team.country.name,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text,country.alpha2,country.name,proposedMarketValueRaw.value,proposedMarketValueRaw.currency,retired,deceased,gender
Messias,,,messias,Messias,D,24,192.0,Right,240,839765,24.0,783820800.0,1767139200.0,880000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BR,Brazil,880000.0,EUR,False,,
Gary Medel,,,gary-medel,G. Medel,D,17,171.0,Right,2006,22975,17.0,554947200.0,1735603200.0,735000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,CL,Chile,735000.0,EUR,,,
Everton Ribeiro,,,everton-ribeiro,Everton Ribeiro,M,7,174.0,Left,5453,145063,7.0,608169600.0,1703980800.0,3100000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,3100000.0,EUR,,,
Ferreira,,,ferreira,Ferreira,F,10,175.0,Right,845,998499,10.0,883526400.0,1735603200.0,4800000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,4800000.0,EUR,False,,
Mateusinho,Mateusinho,,mateusinho,Mateusinho,D,98,175.0,Right,57,1107069,98.0,907718400.0,1830211200.0,775000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,775000.0,EUR,False,,
Luiz Araújo,,,luiz-araujo,L. Araújo,M,31,175.0,Left,1928,840451,31.0,833673600.0,1830211200.0,6200000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,6200000.0,EUR,False,False,
Kanu,,,kanu,Kanu,D,4,186.0,Right,253,871705,4.0,857692800.0,1830211200.0,3300000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,3300000.0,EUR,False,,
Wellington Silva,,,wellington-silva,Wellington Silva,M,11,170.0,Right,106,121264,11.0,726278400.0,1703980800.0,470000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,470000.0,EUR,,,
Deivid Washington,Deivid Washington,,deivid-washington,D. Washington,F,36,186.0,Right,2495,1485371,36.0,1117929600.0,1909008000.0,9400000.0,Chelsea,chelsea,Chelsea,M,Football,football,1,Premier League,premier-league,#3c1c5a,#f80158,England,england,Football,football,1.0,1.0,england,EN,1356259.0,17.0,False,935064,CHE,False,False,0,38,EN,England,#0310a7,#ffffff,#ffffff,BR,Brazil,9400000.0,EUR,False,False,
Alan Empereur,,,alan-empereur,A. Empereur,D,33,186.0,Left,206,373740,33.0,763257600.0,1735603200.0,690000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,690000.0,EUR,,,
José López,José López,,jose-lopez,José López,F,18,188.0,Left,1183,1094179,18.0,976060800.0,1814313600.0,7400000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,AR,Argentina,7400000.0,EUR,False,False,
Gustavo Martins,Gustavo Martins,,gustavo-martins,G. Martins,D,53,191.0,Right,182,1105796,53.0,1029024000.0,1767139200.0,515000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,515000.0,EUR,,,
Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,Lucas Esquivel,D,37,183.0,Left,486,1087079,37.0,1003017600.0,1845936000.0,1500000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,AR,Argentina,1500000.0,EUR,False,False,
Rikelme,,,rikelme,Rikelme,D,20,184.0,Left,160,1102383,20.0,1058313600.0,1767139200.0,970000.0,Cuiabá,cuiaba,Cuiabá,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,31008,CUI,False,False,0,49202,BR,Brazil,#ffffff,#006600,#006600,BR,Brazil,970000.0,EUR,False,,M
Tchê Tchê,,,tche-tche,Tchê Tchê,M,6,175.0,Right,726,840398,6.0,715132800.0,1767139200.0,1700000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,1700000.0,EUR,False,,
Erick Marcus,,,erick-marcus,Erick Marcus,F,16,172.0,Right,281,1403439,16.0,1078099200.0,1830211200.0,1000000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1000000.0,EUR,False,,
Luís Henrique,,,luis-henrique,Luís Henrique,F,11,181.0,Right,1194,977679,11.0,1008288000.0,1703980800.0,6500000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,6500000.0,EUR,False,,
Leonardo Realpe,,,leonardo-realpe,L. Realpe,D,2,186.0,Right,291,977676,2.0,983145600.0,1798675200.0,960000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,EC,Ecuador,960000.0,EUR,,,
Kaiky Naves,Kaiky Naves,,kaiky-naves,Kaiky Naves,D,34,186.0,Both,427,1167068,34.0,1020816000.0,1830211200.0,1400000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,1400000.0,EUR,False,,
Matheuzinho,,,matheuzinho,Matheuzinho,D,34,171.0,Right,1492,931540,34.0,968371200.0,1798675200.0,6200000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,6200000.0,EUR,,,
Gabriel Moscardo,,,gabriel-moscardo,Gabriel Moscardo,M,44,185.0,Right,2123,1485309,44.0,1127865600.0,1785456000.0,1600000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1600000.0,EUR,False,False,
Lucas Sasha,,,lucas-sasha,L. Sasha,M,88,177.0,Right,164,123225,88.0,636249600.0,1719705600.0,710000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,710000.0,EUR,,,
Robson,,,robson,Robson,M,30,179.0,Right,272,850987,30.0,675561600.0,1735603200.0,775000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,BR,Brazil,775000.0,EUR,,,
Madson,,,madson,Madson,D,22,182.0,Right,240,243439,22.0,695260800.0,1735603200.0,725000.0,Athletico,athletico,Athletico,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,68818,CAP,False,False,0,1967,BR,Brazil,#000000,#cc0000,#cc0000,BR,Brazil,725000.0,EUR,False,,
Juan Martín Lucero,,,juan-martin-lucero,Juan Martín Lucero,F,9,179.0,Right,781,359024,9.0,691459200.0,1767139200.0,1200000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,AR,Argentina,1200000.0,EUR,False,,
Benjamin Kuscevic,,,benjamin-kuscevic,B. Kuscevic,D,13,185.0,Right,934,590324,13.0,830995200.0,1798675200.0,1200000.0,Coritiba,coritiba,Coritiba,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,38928,COR,False,False,0,1982,BR,Brazil,#ffffff,#009966,#009966,CL,Chile,1200000.0,EUR,,,
Rodrigo Battaglia,,,rodrigo-battaglia,R. Battaglia,M,21,187.0,Right,456,158257,21.0,679276800.0,1735603200.0,1600000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,AR,Argentina,1600000.0,EUR,,,
Caio Paulista,,,caio-paulista,C. Paulista,D,38,184.0,Left,699,931591,38.0,894844800.0,1703980800.0,2900000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,2900000.0,EUR,,,
Alexandre Pato,,,alexandre-pato,A. Pato,F,12,180.0,Right,2731,32164,12.0,620697600.0,1703980800.0,765000.0,São Paulo,sao-paulo,São Paulo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,160434,SPA,False,False,0,1981,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,765000.0,EUR,,,
David Duarte,,,david-duarte,David Duarte,D,33,192.0,Right,108,810715,33.0,790905600.0,1703980800.0,925000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,925000.0,EUR,False,,
Rony,,,rony,Rony,F,10,167.0,Right,3752,835260,10.0,800150400.0,1798675200.0,13900000.0,Palmeiras,palmeiras,Palmeiras,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,204701,PAL,False,False,0,1963,BR,Brazil,#339966,#336633,#336633,BR,Brazil,13900000.0,EUR,,,
Thiago Borbas,,,thiago-borbas,T. Borbas,F,18,181.0,Right,661,1018547,18.0,1018137600.0,1830211200.0,3800000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,UY,Uruguay,3800000.0,EUR,,,
Júnior Santos,,,junior-santos,Júnior Santos,M,37,188.0,Right,520,922559,37.0,781833600.0,1767139200.0,900000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,900000.0,EUR,False,False,
Yago Pikachu,,,yago-pikachu,Y. Pikachu,M,22,170.0,Right,905,363688,22.0,707702400.0,1735603200.0,1300000.0,Fortaleza,fortaleza,Fortaleza,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,73132,FOR,False,False,0,2020,BR,Brazil,#0000ff,#ff0000,#ff0000,BR,Brazil,1300000.0,EUR,,,
Gilberto,,,gilberto,Gilberto,F,99,178.0,Right,817,158561,99.0,613008000.0,1719705600.0,665000.0,Cruzeiro,cruzeiro,Cruzeiro,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,79902,CRU,False,False,0,1954,BR,Brazil,#0033cc,#0033cc,#0033cc,BR,Brazil,665000.0,EUR,,,
Victor Hugo,,,victor-hugo,V. Hugo,M,29,184.0,Left,1518,1170954,29.0,1084233600.0,1816992000.0,3100000.0,Flamengo,flamengo,Flamengo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,296415,FLA,False,False,0,5981,BR,Brazil,#ff0000,#000000,#000000,BR,Brazil,3100000.0,EUR,False,,
Jemerson,,,jemerson,Jemerson,D,34,184.0,Right,457,328519,34.0,714614400.0,1735603200.0,1800000.0,Atlético Mineiro,atletico-mineiro,Atlético-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,104112,ATL,False,False,0,1977,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,1800000.0,EUR,False,,
Léo,,,leo,Léo,D,3,183.0,Left,552,360940,3.0,826070400.0,1767139200.0,3400000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,3400000.0,EUR,,,
Rodrigo Varanda,Rodrigo Varanda,,rodrigo-varanda,Rodrigo Varanda,F,65,178.0,Right,163,1105305,65.0,1047340800.0,1703980800.0,730000.0,América Mineiro,america-mineiro,América-MG,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,43928,AMG,False,False,0,1973,BR,Brazil,#056635,#ffffff,#ffffff,BR,Brazil,730000.0,EUR,,,
Ronald,Ronald,Falkoski,ronald,Ronald,M,35,186.0,Right,186,1587711,35.0,1044921600.0,1767139200.0,825000.0,Grêmio,gremio,Grêmio,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,107182,GPA,False,False,0,5926,BR,Brazil,#3399ff,#000033,#000033,BR,Brazil,825000.0,EUR,,False,
Luciano Juba,,,luciano-juba,L. Juba,M,46,176.0,Left,596,1017264,46.0,935884800.0,1830211200.0,1900000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,1900000.0,EUR,,,
Gabriel Carabajal,,,gabriel-carabajal,Gabriel Carabajal,M,11,178.0,Right,127,830742,11.0,692236800.0,1719705600.0,555000.0,Puebla,puebla,Puebla,M,Football,football,1,"Liga MX, Clausura",liga-mx-clausura,#cd2c25,#52b030,Mexico,mexico,Football,football,1.0,12.0,mexico,MX,27478.0,11620.0,False,10042,PUE,,False,0,1941,MX,Mexico,#ffffff,#ffffff,#ffffff,AR,Argentina,555000.0,EUR,False,,
Bastos,,,bastos,Bastos,D,23,184.0,Right,756,215956,23.0,670032000.0,1735603200.0,1100000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,AO,Angola,1100000.0,EUR,,,
Rafael,,,rafael,Rafael,D,2,172.0,Right,538,39623,2.0,647481600.0,1703980800.0,755000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,BR,Brazil,755000.0,EUR,,,
Rodrigo Moledo,,,rodrigo-moledo,R. Moledo,D,4,188.0,Right,260,72080,4.0,562291200.0,1703980800.0,485000.0,Internacional,internacional,Internacional,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,90636,INT,False,False,0,1966,BR,Brazil,#cc0000,#cc0000,#cc0000,BR,Brazil,485000.0,EUR,,,
Lucão,Lucão,,lucao,Lucão,D,45,,,16,1410337,45.0,890784000.0,,,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,,,,,,,
Miguel Terceros,Miguel Terceros,,miguel-terceros,Miguel Terceros,M,47,178.0,Left,338,1159656,47.0,1082851200.0,1816992000.0,320000.0,Santos,santos,Santos,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,87820,SAN,False,False,0,1968,BR,Brazil,#ffffff,#ffffff,#ffffff,BO,Bolivia,320000.0,EUR,False,,
Carlos Miguel,,,carlos-miguel,C. Miguel,G,22,204.0,Left,777,973738,22.0,907891200.0,1767139200.0,1100000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,1100000.0,EUR,,,
Gabriel Dias,,,gabriel-dias,G. Dias,D,13,183.0,Right,128,870697,13.0,768528000.0,1703980800.0,775000.0,Vasco da Gama,vasco-da-gama,Vasco,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,103340,VAS,False,False,0,1974,BR,Brazil,#ffffff,#000000,#000000,BR,Brazil,775000.0,EUR,,,
Fellipe Bastos,,,fellipe-bastos,F. Bastos,M,90,178.0,Right,92,42109,90.0,633830400.0,,155000.0,Avaí,avai,Avaí,M,Football,football,1,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,84594.0,390.0,False,16295,AVA,False,False,0,7315,BR,Brazil,#0066ff,#ffffff,#ffffff,BR,Brazil,155000.0,EUR,,,
Rafael Gava,,,rafael-gava,R. Gava,M,23,178.0,Right,76,870920,23.0,737856000.0,1735603200.0,720000.0,Avaí,avai,Avaí,M,Football,football,1,Brasileirão Série B,brasileirao-serie-b,#3F01FF,#c5be02,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,84594.0,390.0,False,16295,AVA,False,False,0,7315,BR,Brazil,#0066ff,#ffffff,#ffffff,BR,Brazil,720000.0,EUR,,,
Nathan Camargo,,,nathan-camargo,Nathan Camargo,M,48,177.0,Right,27,1199453,48.0,1122249600.0,,,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,,,False,,
André Dhominique,,,andre-dhominique,André Dhominique,D,13,178.0,Right,217,1177384,13.0,1065484800.0,1822262400.0,730000.0,Bahia,bahia,Bahia,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,62440,BAH,False,False,0,1955,BR,Brazil,#ffffff,#333399,#333399,BR,Brazil,730000.0,EUR,False,,
Leonel Di Plácido,,,leonel-di-placido,Leonel Di Plácido,D,24,173.0,Right,285,546338,24.0,759715200.0,1703980800.0,735000.0,Botafogo,botafogo,Botafogo,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,100509,BOT,False,False,0,1958,BR,Brazil,#000000,#ffffff,#ffffff,AR,Argentina,735000.0,EUR,False,,
Guga,,,guga,Guga,D,23,173.0,Right,560,928134,23.0,904348800.0,1798675200.0,3400000.0,Fluminense,fluminense,Fluminense,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,113402,FLU,False,False,0,1961,BR,Brazil,#660000,#006633,#006633,BR,Brazil,3400000.0,EUR,False,,
Vitinho,,,vitinho,Vitinho,F,28,181.0,Right,388,982405,28.0,922924800.0,1719705600.0,4900000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,4900000.0,EUR,False,,
Matheus Gonçalves,Matheus Gonçalves,,matheus-goncalves,Matheus Gonçalves,F,25,175.0,Left,1129,1175553,25.0,1116374400.0,1703980800.0,1400000.0,Red Bull Bragantino,red-bull-bragantino,RB Bragantino,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,58804,BRA,False,False,0,1999,BR,Brazil,#363636,#d8d8d6,#d8d8d6,BR,Brazil,1400000.0,EUR,False,False,
Ángel Romero,,,angel-romero,Ángel Romero,F,11,177.0,Right,1509,1197041,11.0,710208000.0,1735603200.0,1400000.0,Corinthians,corinthians,Corinthians,M,Football,football,1,Brasileirão Série A,brasileirao-serie-a,#C7FF00,#969696,Brazil,brazil,Football,football,1.0,13.0,brazil,BR,278678.0,325.0,False,174419,COR,False,False,0,1957,BR,Brazil,#ffffff,#000000,#000000,PY,Paraguay,1400000.0,EUR,False,,
